[run number],density,wind-direction,fighting-strategy,wind-velocity,[step],burned-trees,initial-trees
209,40,N,Wind,40,61,11,43012
210,42,N,Wind,40,61,47,45741
181,88,N,Wind,30,901,6107,95332
180,86,N,Wind,30,941,7161,93351
214,50,N,Wind,40,76,43,54258
212,46,N,Wind,40,76,39,49775
203,80,N,Wind,35,481,2931,86610
213,48,N,Wind,40,61,43,52099
204,82,N,Wind,35,421,2671,88938
215,52,N,Wind,40,61,38,56308
182,90,N,Wind,30,921,7014,97656
217,56,N,Wind,40,76,42,60558
218,58,N,Wind,40,106,152,62901
216,54,N,Wind,40,106,93,58532
211,44,N,Wind,40,76,39,47632
219,60,N,Wind,40,106,260,65138
220,62,N,Wind,40,121,262,67186
221,64,N,Wind,40,151,392,69665
222,66,N,Wind,40,151,315,71495
205,84,N,Wind,35,501,3856,91122
224,70,N,Wind,40,256,737,76137
225,72,N,Wind,40,226,846,77893
223,68,N,Wind,40,196,520,73657
229,80,N,Wind,40,256,1543,86645
227,76,N,Wind,40,316,1630,82735
235,40,N,Wind,45,61,37,43693
236,42,N,Wind,45,61,6,45905
207,88,N,Wind,35,561,4780,95244
237,44,N,Wind,45,61,43,47729
206,86,N,Wind,35,561,4726,93151
228,78,N,Wind,40,376,2199,84776
238,46,N,Wind,45,76,47,49676
226,74,N,Wind,40,181,633,80500
239,48,N,Wind,45,61,25,52213
240,50,N,Wind,45,76,45,54187
243,56,N,Wind,45,76,62,60751
242,54,N,Wind,45,76,68,58564
